time,1,2,3
0.0,0.0001999999949,0.007799999788,0.1054999977
0.02,0.0001999999949,0.007799999788,0.1054999977
0.04,-0.0032941752436747443,-0.199597681349573,-0.15665508868248984
0.06,-0.035123521336611806,-0.2348908260879442,-0.6180758791596975
0.08,-0.19716838576116497,0.22691471605541122,-0.7203246846083771
0.1,-0.3854371203665451,0.4880527207699688,-0.5278746251032771
0.12,-0.4823815457302136,0.2320035431277503,-0.33468900526258344
0.14,-0.5061250329694261,-0.23869181662056937,0.22522743237474066
0.16,-0.3621584584912316,-0.4790873558216496,0.9578810530783413
0.18,-0.25374930019498443,-0.421117541351383,1.204140512818631
0.2,-0.15074494422677637,-0.24843982912186308,1.2961747525240102
0.22,-0.039657090437372144,-0.49261550640735396,1.6417670868129526
0.24,-0.17657096232221867,-1.2120707078745303,2.8801684453450536
0.26,-0.1925693577244508,-1.9499051566640695,4.12307044923503
0.28,0.04806678492366858,-2.2103188664432176,3.4857672829198285
0.3,0.28426281471200976,-1.7422106663998314,1.5800096438531783
0.32,0.46989325890789685,-1.1274634634626768,0.028644334724059473
0.34,0.34596938460654963,-0.8752908738747754,-0.6367819973395775
0.36,0.03446326861065398,-0.9325041737441437,-0.47630343707700407
0.38,-0.13394499508903074,-0.8884719725802088,-0.2444179186893998
0.4,-0.2266646079072077,-0.47880879447850155,-0.632208212811076
0.42,-0.294615654014144,-0.09558404002415333,-1.122829140369942
0.44,-0.19477629926738982,0.21496855883511343,-1.5540100291214407
0.46,0.14217158512991113,0.3861131534992797,-2.1137624344674433
0.48,0.4526038488902976,0.47747571839111147,-2.3882001073264827
0.5,0.48592443751291703,0.6374140480645043,-2.3883629733326286
0.52,0.2884946153409603,0.6992320541153757,-2.2689822156634456
0.54,0.04121155857093817,0.6372840702346819,-1.786081984420564
0.56,0.029025079005398607,0.5473201731789814,-1.18659087708457
0.58,0.1584736282650156,0.4629744774735438,-0.891391789784473
0.6,0.08192805466101197,0.4062061360798799,-0.7424917356737526
0.62,-0.022136372036516243,0.25671760491168066,-0.3502303427595821
0.64,-0.057730722817176505,0.24055259652792801,0.358953628198075
0.66,0.13182645247002667,0.3233320010781057,0.896102573274233
0.68,0.6743450508352029,0.2841631232342064,0.861791630623935
0.7,1.029339049152245,0.15482000232537615,0.6852496436960602
0.72,0.8209299457770562,-0.08320236164267242,0.7661070928682352
0.74,0.5448569510940287,-0.14727612178828806,1.2905735201254556
0.76,0.3373188122522808,0.31378584683350824,1.9621935795845495
0.78,0.05157652345596704,0.8150341149077192,1.8134529306002523
0.8,-0.031042817342396622,0.7645949836837526,1.0860134455626191
0.82,0.10567661437850086,0.06484506633142145,1.042943716855374
0.84,0.5341327325770879,-0.9245559575014675,1.8597657087479955
0.86,0.9082060346513159,-1.4908514702065545,2.360912231576651
0.88,1.0074436156046336,-1.251731061690653,1.418118825774246
0.9,0.8990279634247349,-0.632069957648924,-0.592873094680503
0.92,0.7281394889802402,-0.0553361079037572,-2.1975098432515967
0.94,0.5871349707651725,0.2720666868679015,-2.7289330528262425
0.96,0.06604486731039111,0.15661747441258767,-2.163948239949279
0.98,-0.3662835810987684,0.08045388624674966,-1.1595788997312673
1.0,-0.39974693516813686,0.17500399413318368,-0.6302313037080168
1.02,-0.1652534762938773,0.13197291643753223,-0.6485392939397865
1.04,0.31552510717071586,-0.16653783411146292,-1.1395168026994047
1.06,0.8197658214829748,-0.3960555592371765,-1.6259060392191238
1.08,0.9013330652697332,-0.12609171784805248,-1.5155850319783193
1.1,0.5871158650334813,0.4673105189272033,-1.5445515985128813
1.12,0.323574466157719,0.938470918466394,-1.9915621907446461
1.14,0.16208736650000063,1.0141921412844832,-1.9906603110958367
1.16,0.2366348937200578,0.8064466670047395,-1.1784383321262468
1.18,0.351129728549671,0.44542745125498895,-0.3714199891599734
1.2,0.2857462336723433,0.1840085755583193,-0.15515882355939975
1.22,0.1146460159898176,0.2878809666374167,-0.11699026097792795
1.24,0.1271071135791908,0.2821461030506046,0.32589547499015153
1.26,0.6454441768080436,-0.2112771292890662,1.0207791975225213
1.28,0.7731712868136372,-0.7510867195400937,1.423659800462161
1.3,0.15566801526042223,-0.9268261364759495,2.0290101152460744
