time,1,2,3
0.0,-0.2386039644,-0.3074397445,0.003665191354
0.02,-0.2386039644,-0.3074397445,0.003665191354
0.04,-0.2386039644,-0.3074397445,0.003665191354
0.06,-0.2386039644,-0.3074397445,0.003665191354
0.08,-0.2386039644,-0.3074397445,0.003665191354
0.1,-0.2386039644,-0.3074397445,0.003665191354
0.12,-0.2386039644,-0.3074397445,0.003665191354
0.14,-0.2386039644,-0.3074397445,0.003665191354
0.16,-0.2386039644,-0.3074397445,0.003665191354
0.18,-0.1855932854786203,-0.1861268502556341,0.0541272794118176
0.2,-0.07423263008355331,0.12458954290690763,0.1657216296301048
0.22,-0.026897389755700503,0.4270924920965374,0.2112784759823865
0.24,-0.0169342000733352,0.5223068026783403,0.1619340586568887
0.26,0.0574355317365174,0.2972254560640269,0.0921876316340805
0.28,0.1456827489311924,-0.041951186051621125,0.0536957951758534
0.3,0.1624449837009577,-0.2956499864536265,0.0711467426373381
0.32,0.1158371141508861,-0.3796971166008029,0.1541368769764498
0.34,0.0311565412110347,-0.2760436132057315,0.2519739600719247
0.36,-0.0092811014952566,-0.0777460219091787,0.2892582392737541
0.38,-0.0011961991006110007,0.0815642213681983,0.2904580086980992
0.4,-0.0124774651507974,0.038604342315751,0.2912270966969774
0.42,-0.0316282098910676,-0.1706080017434729,0.2751129840514362
0.44,-0.0442551090595929,-0.3820919400130445,0.283231766408227
0.46,-0.0706722721308158,-0.4272604972409518,0.2982476019034465
0.48,-0.1082807509113384,-0.3755050651692005,0.2762413636802999
0.5,-0.1545112867144361,-0.3000925749724235,0.2529515954352943
0.52,-0.1786528765962796,-0.1490214498495346,0.2772714333041561
0.54,-0.153802785145964,0.0770514577508852,0.3657776708950261
0.56,-0.0900553062561055,0.2349845932980536,0.4894785049476514
0.58,-0.05400394662345,0.2396230748468827,0.5565015102485638
0.6,-0.1074065575742784,0.210173999289179,0.5481933980808741
0.62,-0.1569441000749333,0.2508920268780363,0.5059854210707819
0.64,-0.10000165731463,0.2511910577802549,0.4367765677655589
0.66,0.025926559171491906,-0.012049117917950602,0.307482986015099
0.68,0.1119061658758457,-0.3726814331439114,0.05947374807642791
0.7,0.1042106062555711,-0.4734695393698938,-0.2885546281553274
0.72,0.0373866828488168,-0.3204025223648103,-0.6117361441273921
0.74,0.0258415207657715,-0.1185011418569979,-0.8144806967596979
0.76,0.1247977482116315,-0.0910403562386849,-0.8827358789700501
0.78,0.1623058556701059,-0.1751329853255072,-0.7929836120005815
0.8,-0.06931239536897618,-0.1406613453362284,-0.5274512622532812
0.82,-0.397873739065176,0.049631655317481205,-0.1900813126017833
0.84,-0.4743423170440891,0.1471633641184483,-0.02915134392928631
0.86,-0.1954246120021058,-0.09702023366363463,-0.1348803654442305
0.88,0.2245569910541444,-0.4708982535891889,-0.3236730477663883
0.9,0.4410723659352679,-0.523216260137368,-0.3863490480416689
0.92,0.3524655541146299,-0.2092429921949951,-0.2580268391783277
0.94,0.07831879678381332,0.2659273757743491,-0.06121991965947274
0.96,-0.183964443979643,0.6180261625155924,0.130806212331384
0.98,-0.3342169547535815,0.6792171497975168,0.3071515975135679
1.0,-0.4297066173313472,0.4527023901490614,0.4359449027581671
1.02,-0.4915215498571884,0.04422277989009521,0.5175455044676992
1.04,-0.5002214830233159,-0.2125238742121212,0.4976275673197891
1.06,-0.4182344554812624,-0.09063779392923502,0.3221733252698221
1.08,-0.2099855248254845,0.116689323389307,0.1066813538926783
1.1,0.0015333403250709365,0.1696841693620117,0.0065400241454859065
