time,1,2,3
2.46,-19.45229749375,-18.6545949875,-8.098715037499998
2.48,-19.57398746875,-18.79439248125,-7.723715037499998
2.5,-19.901284962500004,-18.9670949875,-7.496689975000002
2.52,-20.335474937500003,-18.98851253125,-7.702297493750001
2.54,-20.871689975,-18.690810025,-7.764797493750001
2.56,-21.121689975,-18.48520250625,-7.768107518749999
2.58,-21.32729749375,-18.541082456250003,-7.506620049999998
2.6,-21.30101253125,-18.9045949875,-7.213784962500002
2.62,-21.0329050125,-19.04439248125,-7.5
2.64,-20.9079050125,-19.128310025,-7.559189975000002
2.66,-20.76810751875,-18.9375,-7.75
2.68,-20.5362150375,-18.9375,-7.735202506249999
2.7,-20.32398746875,-18.9079050125,-7.6579050125
2.72,-20.651284962500004,-18.8420949875,-7.577297493750001
2.74,-20.878310025,-18.95229749375,-7.639797493750001
2.76,-20.7170949875,-19.04439248125,-7.6875
2.78,-20.7829050125,-19.1579050125,-7.6875
2.8,-20.6875,-19.0329050125,-7.761487468749995
2.82,-20.7170949875,-18.9079050125,-7.970405012500002
2.84,-20.82729749375,-18.708917543750008,-7.904594987499998
2.86,-20.88979749375,-18.315810025000005,-7.955607518750003
2.88,-20.92270250625,-18.16939248125,-7.753310024999998
2.9,-20.88979749375,-18.23851253125,-7.651284962500002
2.92,-20.98189248125,-17.95560751875,-7.952297493750001
2.94,-21.0954050125,-17.82729749375,-8.0
2.96,-20.940810025,-17.86020250625,-8.103582456250003
2.98,-20.70560751875,-17.901284962500004,-8.42270250625
3.0,-20.51810751875,-18.30587995,-8.330607518749998
3.02,-20.375,-18.73189248125,-8.143107518749998
3.04,-20.375,-18.9045949875,-8.044392481250002
3.06,-20.33060751875,-18.9704050125,-8.1875
3.08,-20.11351253125,-18.8454050125,-8.20229749375
3.1,-19.74182255625,-18.75,-8.161215037499998
3.12,-19.29770250625,-18.7795949875,-7.756620049999998
3.14,-19.20560751875,-18.86020250625,-7.375
3.16,-19.0329050125,-18.871689975,-7.4045949875
3.18,-18.9079050125,-19.0625,-7.6479749375000035
3.2,-18.85689248125,-19.0329050125,-8.243379950000003
3.22,-19.0,-18.7895250625,-8.743379950000003
3.24,-19.01479749375,-18.29770250625,-9.11020250625
3.26,-19.13648746875,-18.2204050125,-8.988512531250006
3.28,-19.375,-17.99182255625001,-8.75
3.3,-19.44898746875,-17.532905012500002,-8.735202506250001
3.32,-19.6875,-17.45229749375,-8.6875
3.34,-19.70229749375,-17.5,-8.761487468749994
3.36,-19.73520250625,-17.396417543750005,-9.059189974999995
3.38,-19.61351253125,-17.01810751875,-9.2795949875
3.4,-19.30101253125,-16.86020250625,-9.434189975
3.42,-19.0625,-16.753310024999998,-9.63979749375
3.44,-19.04770250625,-16.503310024999998,-9.70229749375
3.46,-19.0,-16.3420949875,-9.705607518749998
3.48,-19.133177443750004,-16.496689975000002,-9.518107518749998
3.5,-19.621689975,-16.76148746875,-9.38979749375
3.52,-19.85689248125,-16.98520250625,-9.393107518749998
3.54,-20.07398746875,-16.92270250625,-9.2204050125
3.56,-20.38648746875,-16.786215037499996,-9.13979749375
3.58,-20.5954050125,-16.51479749375,-9.20229749375
3.6,-20.5,-16.399727568749995,-9.294392481250002
3.62,-20.51479749375,-15.88979749375,-9.45229749375
3.64,-20.5920949875,-15.9670949875,-9.4704050125
3.66,-20.7170949875,-16.10689248125,-9.256620049999997
3.68,-20.82729749375,-16.23520250625,-8.904594987500001
3.7,-20.875,-16.20229749375,-9.044392481250002
3.72,-20.934189975,-16.190810024999998,-9.143107518749998
3.74,-21.11020250625,-15.9704050125,-9.0
3.76,-21.04770250625,-15.86020250625,-8.88162005000001
3.78,-20.955607518750003,-15.82729749375,-8.470405012500002
3.8,-20.871689974999995,-15.815810025000005,-8.315810025000005
3.82,-21.04770250625,-15.654594987499998,-8.125
3.84,-20.98520250625,-15.720405012500002,-8.125
3.86,-20.9670949875,-15.565810025000005,-8.213784962499995
3.88,-21.0329050125,-15.315810025,-8.51479749375
3.9,-20.9079050125,-15.080607518749998,-8.651284962500002
3.92,-20.76810751875,-14.833917543749996,-9.100272431250003
3.94,-20.565810025,-14.455607518749998,-9.63979749375
3.96,-20.30101253125,-14.3125,-9.731892481250002
3.98,-20.0329050125,-14.253310025,-9.94898746875
4.0,-19.86351253125,-14.0329050125,-10.143107518749998
4.02,-19.6545949875,-13.967094987499998,-9.955607518750003
4.04,-19.75,-13.973715037500003,-9.79770250625
4.06,-19.8387849625,-13.717094987499998,-9.75
4.08,-20.065810025000005,-13.901284962499997,-9.75
4.1,-19.786215037500007,-14.17270250625,-9.720405012500002
4.12,-19.411215037500003,-14.213784962499997,-9.61020250625
4.14,-18.947928089747595,-14.544267977563102,-9.547744007478968
4.16,-18.33101114384205,-14.6875,-9.426685239736754
4.18,-18.083917543750005,-14.643107518750002,-9.128310025000005
4.2,-17.661215037499993,-14.544392481250004,-8.893107518749996
4.22,-17.256620050000006,-14.657905012500002,-8.705607518750002
4.24,-16.74182255624999,-14.5625,-8.621689975000006
4.26,-16.268107518750003,-14.458917543750005,-8.901284962499995
4.28,-16.080607518749996,-14.125,-9.20229749375
4.3,-15.848715037500003,-14.036215037500003,-9.279594987499998
4.32,-15.532905012499995,-13.779594987500005,-9.345405012499995
4.34,-15.42270250625,-13.830607518750002,-9.205607518750002
4.36,-15.227025062499989,-13.731892481250004,-9.018107518749996
4.38,-14.76479749375,-13.904594987499998,-8.875
4.4,-14.723715037499993,-13.970405012499995,-8.830607518749996
4.42,-14.42270250625,-13.934189974999995,-8.6875
4.44,-14.345405012499995,-14.065810024999994,-8.6875
4.46,-14.26479749375,-13.88979749375,-8.717094987499998
4.48,-14.268107518749996,-14.026284962500007,-8.842094987500003
4.5,-14.154594987499998,-14.342094987499998,-8.981892481249998
4.52,-14.309189974999994,-14.467094987499998,-9.13979749375
4.54,-14.51479749375,-14.592094987499998,-9.083917543750005
4.56,-14.592094987499998,-14.6875,-8.720405012500002
4.58,-14.717094987499998,-14.657905012500002,-8.684189974999997
4.6,-14.723715037500009,-14.606892481249997,-8.860202506250001
4.62,-14.481892481249998,-14.823987468749996,-8.782905012500002
4.64,-14.491822556250009,-15.136487468749996,-8.702297493749999
4.66,-14.032905012499995,-15.47858245625001,-8.76479749375
4.68,-13.848715037500003,-15.886487468749996,-8.768107518750002
4.7,-13.503310024999994,-16.139797493750002,-8.61020250625
4.72,-13.29770250625,-16.231892481249997,-8.518107518750002
4.74,-13.26479749375,-16.330607518749996,-8.286215037499991
4.76,-13.282905012500002,-16.246689974999995,-7.940810025000003
4.78,-13.261487468750008,-16.496689975000006,-7.690810024999995
4.8,-13.48520250625,-16.643107518750003,-7.588784962499996
4.82,-13.45229749375,-16.514797493750002,-7.904594987500003
4.84,-13.603582456249995,-16.621689974999995,-8.014797493749999
4.86,-13.981892481250004,-16.8420949875,-8.136487468750007
4.88,-14.184189974999995,-16.92270250625,-8.448987468749996
4.9,-14.522974937500011,-16.934189975000006,-8.67270250625
4.92,-15.059189974999995,-17.184189974999995,-8.610202506250001
4.94,-15.26479749375,-17.330607518749996,-8.606892481250004
4.96,-15.342094987499998,-17.231892481249997,-8.764797493749999
4.98,-15.467094987500005,-17.375,-8.82729749375
5.0,-15.621689974999995,-17.38979749375,-8.978582456249995
5.02,-15.871689974999994,-17.333917543750008,-9.29770250625
5.04,-16.136487468749998,-16.955607518750003,-9.26479749375
5.06,-16.404594987499998,-16.708917543750008,-9.342094987499998
5.08,-16.5,-16.38979749375,-9.481892481249998
5.1,-16.455607518750003,-16.467094987499998,-9.536215037500009
5.12,-16.371689974999995,-16.5625,-9.205607518750002
5.14,-16.54770250625,-16.592094987499998,-9.04770250625
5.16,-16.5295949875,-16.6579050125,-8.955607518749996
5.18,-16.580607518750003,-16.532905012500002,-8.782905012500002
5.2,-16.496689975000006,-16.4079050125,-8.761487468750007
5.22,-16.583917543750005,-16.282905012500002,-9.01479749375
5.24,-16.2204050125,-16.1579050125,-9.04770250625
5.26,-16.13979749375,-16.092094987499998,-9.103582456249995
5.28,-16.26148746875001,-16.202297493750002,-9.481892481250004
5.3,-16.5,-16.279594987499998,-9.551012531250004
5.32,-16.588784962500007,-16.44898746875001,-9.282905012499995
5.34,-16.904594987499998,-16.717094987499998,-9.20229749375
5.36,-16.911215037499993,-16.67932255624999,-9.205607518749996
5.38,-16.595405012500002,-16.131620050000006,-9.136487468749996
5.4,-16.485202506249998,-15.602025062499989,-9.345405012499995
5.42,-16.407905012500002,-15.006620050000006,-9.25
5.44,-16.3125,-14.565810024999994,-9.279594987500005
5.46,-16.401284962499997,-14.345405012500002,-9.38979749375
5.48,-16.6579050125,-14.25,-9.407905012499995
5.5,-16.606892481249997,-14.176012531250004,-9.342094987499998
5.52,-16.823987468749994,-13.878310025000006,-9.407905012500002
5.54,-17.07729749375,-13.717094987499998,-9.268107518750002
5.56,-17.080607518750003,-13.723715037500009,-9.065810025000006
5.58,-16.9375,-13.42270250625,-8.875
5.6,-16.9375,-13.345405012500002,-8.845405012500002
5.62,-16.92270250625,-13.190810025000005,-8.735202506250001
5.64,-16.919392481249997,-12.970405012500002,-8.702297493749999
5.66,-17.0920949875,-12.801012531249992,-8.690810024999994
5.68,-17.20229749375,-12.5625,-8.455607518750002
5.7,-17.17601253124999,-12.54770250625,-8.342094987500003
5.72,-16.996689974999995,-12.529594987499998,-8.422702506250001
5.74,-17.172702506249998,-12.654594987500005,-8.38979749375
5.76,-17.080607518750003,-12.794392481249998,-8.378310025000003
5.78,-16.9375,-12.907905012499995,-8.246689975000006
5.8,-16.9375,-12.753310025000005,-8.511487468749996
5.82,-16.83391754374999,-12.44412004999999,-8.76479749375
5.84,-16.426012531250002,-11.914525062500008,-8.856892481249998
5.86,-16.1875,-11.45229749375,-8.911215037499991
5.88,-16.143107518750003,-11.603582456249995,-8.536215037500005
5.9,-15.98520250625,-11.92270250625,-8.279594987500003
5.92,-15.92270250625,-11.904594987499998,-8.375
5.94,-15.830607518749996,-12.073987468750008,-8.404594987500003
5.96,-15.70229749375,-12.29770250625,-8.559189974999997
5.98,-15.676012531249992,-12.294392481250004,-8.809189975000006
6.0,-15.363512531250004,-12.496689974999995,-8.926012531250004
6.02,-15.13979749375,-12.746689974999994,-8.731892481249997
6.04,-15.1875,-12.95229749375,-8.771417543750005
6.06,-15.20229749375,-13.059189974999994,-8.452297493749999
6.08,-15.323987468749996,-13.294392481249998,-8.411215037500005
6.1,-15.66608245624999,-13.481892481249997,-8.184189974999994
6.12,-16.01479749375,-13.595405012500002,-8.375
6.14,-16.0625,-13.51479749375,-8.434189974999997
6.16,-16.047702506249998,-13.621689975000006,-8.595405012499997
6.18,-16.029594987499998,-13.79770250625,-8.544392481249998
6.2,-16.139797493750002,-13.809189975000006,-8.70229749375
6.22,-16.1875,-14.044392481249998,-8.794392481249998
6.24,-16.11351253124999,-14.231892481250004,-8.967094987500003
6.26,-15.86020250625,-14.38979749375,-9.0625
6.28,-15.82729749375,-14.467094987500005,-9.16608245625001
6.3,-15.815810025000005,-14.532905012500002,-9.588784962499997
6.32,-15.61020250625,-14.42270250625,-9.88979749375
6.34,-15.636487468749996,-14.404594987499998,-10.055879949999994
6.36,-15.875,-14.48520250625,-10.570677443750013
6.38,-15.875,-14.393107518750002,-11.0
6.4,-15.88979749375,-14.279594987500005,-10.98520250625
6.42,-15.92270250625,-14.419392481249998,-11.055879949999994
6.44,-15.875,-14.532905012499995,-11.467094987500005
6.46,-15.875,-14.378310025000005,-11.5625
6.48,-15.948987468750008,-14.17270250625,-11.710474937500011
6.5,-16.231892481249997,-14.051012531250004,-12.305879949999994
6.52,-16.404594987499998,-13.79770250625,-12.643107518750003
6.54,-16.544392481249997,-13.76479749375,-12.573987468749996
6.56,-16.67270250625,-13.79770250625,-12.871689974999994
6.58,-16.61020250625,-13.779594987499998,-13.092094987499998
6.6,-16.54770250625,-13.875,-13.17270250625
6.62,-16.396417543750005,-13.845405012500002,-13.228582456249995
6.64,-16.018107518750003,-13.690810025000005,-13.503310025000005
6.66,-15.801012531249992,-13.48520250625,-13.32729749375
6.68,-15.5625,-13.45229749375,-13.404594987499998
6.7,-15.57729749375,-13.470405012499995,-13.60358245625001
6.72,-15.63979749375,-13.404594987499998,-13.996689974999995
6.74,-15.746689975000006,-13.573987468750008,-14.261487468750008
6.76,-15.95229749375,-13.8125,-14.559189974999995
6.78,-15.970405012499995,-13.82729749375,-14.73520250625
6.8,-15.830607518750002,-13.845405012500002,-14.6875
6.82,-15.657905012499995,-13.779594987500005,-14.731892481250004
6.84,-15.57729749375,-13.993379949999994,-14.815810025000005
6.86,-15.565810024999994,-14.375,-14.63979749375
6.88,-15.301012531250004,-14.448987468749996,-14.628310025000005
6.9,-15.07729749375,-14.731892481250004,-14.407905012499995
6.92,-15.095405012500002,-14.830607518750002,-14.386487468749996
6.94,-14.926012531249992,-14.657905012499995,-14.684189975000006
6.96,-14.746689974999995,-14.5625,-14.88979749375
6.98,-14.907905012499995,-14.518107518749996,-14.967094987500005
7.0,-14.842094987499998,-14.38979749375,-15.032905012500002
7.02,-14.981892481249997,-14.45229749375,-14.95229749375
7.04,-15.080607518750002,-14.426012531250004,-15.044392481249998
7.06,-14.95229749375,-14.17270250625,-15.246689974999994
7.08,-15.0,-14.13979749375,-15.541082456249995
7.1,-14.98520250625,-14.17270250625,-15.934189974999994
7.12,-14.92270250625,-14.11020250625,-16.065810025000005
7.14,-14.88979749375,-14.121689974999995,-15.786215037500003
7.16,-14.967094987500005,-14.268107518749996,-15.411215037499993
7.18,-15.003310025000005,-14.036215037500003,-14.991822556250009
7.2,-14.901284962500007,-13.73520250625,-14.621689975000006
7.22,-15.305879949999994,-13.776284962499997,-14.842094987499998
7.24,-15.746689975000006,-14.07729749375,-14.95229749375
7.26,-15.981892481249998,-14.080607518750002,-15.029594987499998
7.28,-16.1545949875,-13.92270250625,-15.169392481250004
7.3,-16.220405012500002,-13.88979749375,-15.29770250625
7.32,-15.991822556249987,-13.92270250625,-15.279594987500005
7.34,-15.57729749375,-13.86020250625,-15.404594987499998
7.36,-15.61020250625,-13.871689975000006,-15.51479749375
7.38,-15.488512531250004,-14.166082456249995,-15.518107518750002
7.4,-15.23520250625,-14.588784962500007,-15.345405012499995
7.42,-15.128310025000005,-14.963784962499997,-15.176012531250004
7.44,-14.863512531249992,-15.23520250625,-14.967094987500005
7.46,-14.595405012500002,-15.143107518750002,-15.092094987499998
7.48,-14.426012531249992,-14.98520250625,-15.17270250625
7.5,-14.098715037500003,-14.893107518750002,-15.080607518750002
7.52,-13.723715037500009,-14.779594987499998,-14.863512531250008
7.54,-13.4375,-14.845405012500002,-14.595405012500002
7.56,-13.407905012500002,-14.75,-14.51479749375
7.58,-13.253310025000005,-14.616822556250009,-14.518107518750002
7.6,-13.032905012500002,-14.1875,-14.38979749375
7.62,-12.893107518750002,-14.143107518750002,-14.526284962499997
7.64,-12.720405012500002,-14.0,-14.782905012500002
7.66,-12.595405012499995,-14.0,-14.628310024999994
7.68,-12.455607518750002,-14.133177443749991,-14.393107518750002
7.7,-12.32729749375,-14.532905012499995,-14.161215037499993
7.72,-12.463784962499997,-14.42270250625,-13.845405012500002
7.74,-12.661215037499993,-14.508177443750013,-13.76479749375
7.76,-12.36020250625,-14.92270250625,-13.782905012500002
7.78,-12.282905012499995,-14.919392481250004,-13.70229749375
7.8,-12.098715037500003,-15.092094987499998,-13.76479749375
7.82,-11.842094987500005,-15.157905012499995,-13.79770250625
7.84,-11.95229749375,-15.07729749375,-13.794392481249998
7.86,-11.98520250625,-15.080607518749996,-13.9375
7.88,-11.9375,-14.907905012500002,-13.92270250625
7.9,-11.893107518749996,-14.782905012499995,-13.845405012499995
7.92,-11.705607518750002,-14.6875,-13.76479749375
7.94,-11.45891754374999,-14.731892481250004,-13.768107518749996
7.96,-11.125,-14.919392481249998,-13.565810025000005
7.98,-11.00662004999999,-15.07729749375,-13.315810024999994
8.0,-10.565810025000006,-15.080607518750003,-13.125
8.02,-10.345405012500008,-14.84871503750002,-13.110202506250005
8.04,-10.323987468749982,-14.532905012500008,-13.136487468749982
8.06,-10.503310024999992,-14.422702506249998,-13.360202506249998
8.08,-10.268107518749998,-14.537772431250009,-13.268107518749998
8.1,-10.065810025000014,-15.10689248124999,-13.110202506250005
8.12,-9.83060751875001,-15.264797493749995,-13.077297493749995
8.14,-9.598715037499987,-15.3125,-13.125
8.16,-9.297702506249998,-15.297702506249998,-13.065810024999992
8.18,-9.309189975000002,-15.26479749375,-12.8454050125
8.2,-9.5,-15.327297493749995,-12.646417543750024
8.22,-9.529594987500005,-15.360202506249998,-12.282905012499995
8.24,-9.565810024999992,-15.342094987500005,-12.1875
8.26,-9.419392481250002,-15.348715037499996,-12.2170949875
8.28,-9.488512531250018,-15.092094987499992,-12.416082456249976
8.3,-9.264797493750002,-15.217094987500005,-12.838784962500013
8.32,-9.253310024999992,-15.327297493750002,-13.110202506249998
8.34,-9.04770250625,-15.478582456250004,-13.0920949875
8.36,-8.926012531250018,-15.797702506250005,-13.246689974999986
8.38,-8.672702506249998,-15.779594987500005,-13.348715037499987
8.4,-8.565810024999992,-15.919392481250004,-13.106892481250004
8.42,-8.301012531249997,-16.195677443750007,-13.2204050125
8.44,-8.121689974999986,-16.66939248124999,-13.006620050000029
8.46,-8.179322556249982,-16.975272431250023,-12.595405012499995
8.48,-7.646417543749986,-17.662772431250023,-12.470405012499995
8.5,-7.268107518749998,-18.276284962500004,-12.3454050125
8.52,-7.139797493749996,-18.5920949875,-12.235202506250005
8.54,-7.039525062500035,-18.7170949875,-12.305879949999971
8.56,-6.5625,-18.82729749375,-12.791082456250017
8.58,-6.5033100249999976,-18.88979749375,-13.13979749375
8.6,-6.164525062500035,-18.98189248124999,-13.069120050000029
8.62,-5.643107518750011,-19.258177443749968,-12.64310751875001
8.64,-5.440810024999992,-19.850272431250023,-12.396417543749983
8.66,-5.116822556249982,-20.375,-12.0625
8.68,-4.613512531249996,-20.493379950000005,-12.0329050125
8.7,-4.345405012500007,-20.889797493749995,-12.011487468749982
8.72,-4.220405012499996,-20.9375,-12.294392481250004
8.74,-4.125,-20.967094987500005,-12.422702506249998
8.76,-4.198987468750004,-21.0920949875,-12.38979749375
8.78,-4.467094987499993,-21.246689974999985,-12.422702506250005
8.8,-4.6512849625000126,-21.600272431250023,-12.360202506249998
8.82,-4.996689975000008,-22.08060751875,-12.3125
8.84,-5.202297493750001,-21.95229749375,-12.386487468750005
8.86,-5.235202506250004,-21.985202506250005,-12.654594987499992
8.88,-5.172702506249998,-21.89310751875,-12.794392481250004
8.9,-5.065810024999992,-21.82398746875001,-12.907905012499995
8.92,-4.875,-22.22527243125001,-12.856892481250002
8.94,-4.919392481249989,-22.883177443749968,-12.940810025000014
8.96,-5.0625,-23.416082456250013,-12.67601253124999
8.98,-5.092094987500004,-23.88317744375001,-12.481892481250004
9.0,-5.246689975000002,-24.371689975,-12.63979749375
9.02,-5.526284962499979,-24.5920949875,-12.59871503750002
9.04,-5.8125,-24.77628496249998,-12.327297493749995
9.06,-5.88648746875001,-25.21047493750002,-12.30101253124999
9.08,-6.095405012499999,-25.746689975,-12.018107518749998
9.1,-5.985205973230176,-26.041058187388767,-11.919382080309472
9.12,-5.804423191574951,-26.448931560236137,-12.0625
9.14,-5.389797493750002,-26.64310751875,-12.0625
9.16,-5.481892481250006,-26.55918997500001,-12.032905012499995
9.18,-5.698987468750004,-26.85358245625001,-11.819120049999997
9.2,-5.967094987499993,-27.202297493749995,-11.363512531250018
9.22,-6.225272431250023,-27.353582456250013,-11.169392481250004
9.24,-6.779594987500004,-27.74668997500001,-11.46047493750002
9.26,-6.934189975000002,-27.878310025,-12.159462406250013
9.28,-7.243379949999972,-27.73189248124999,-13.008177443749968
9.3,-7.684189975000008,-27.88979749375,-13.467094987500005
9.32,-7.993379950000016,-27.907905012499995,-13.547702506249998
9.34,-8.463784962500004,-27.82729749375,-13.48520250625
9.36,-8.853582456249976,-27.91939248124999,-13.422702506250005
9.38,-9.276284962500013,-28.106892481250007,-13.375
9.4,-9.651284962500013,-28.30918997500001,-13.419392481250004
9.42,-9.981892481250002,-28.544392481250004,-13.57729749375
9.44,-10.243379949999971,-28.702297493749995,-13.610202506250005
9.46,-10.684189975000008,-28.80918997500001,-13.503310024999992
9.48,-10.94898746875001,-28.95560751875,-13.371689975000008
9.5,-11.231892481250002,-28.76810751875,-13.636487468750005
9.52,-11.508177443749968,-28.58060751875001,-13.889797493749995
9.54,-12.011487468749982,-28.37831002500001,-13.98189248124999
9.56,-12.294392481250004,-28.26148746875001,-14.065810024999992
9.58,-12.526284962500004,-28.5295949875,-13.9045949875
9.6,-12.871689974999986,-28.684189974999985,-14.014797493749995
9.62,-12.988512531250018,-28.934189974999985,-14.047702506250005
9.64,-12.779594987500005,-29.11020250625,-13.985202506249998
9.66,-12.875,-29.106892481250007,-13.9375
9.68,-12.741822556249993,-29.2204050125,-13.9670949875
9.7,-12.327297493749995,-29.06581002500001,-14.15128496249998
9.72,-12.389797493750002,-28.86020250625,-14.496689975000008
